ID,RevolvingUtilizationOfUnsecuredLines,Age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
117982,0.0,59,1,1.0,7250.0,7,0,1,1,0.0,1
121238,0.0,85,0,2.0,3302.0,20,0,3,0,0.0,0
94221,2.0,35,1,2.0,4500.0,20,0,1,0,2.0,1
56400,0.0,31,0,2.0,1903.0,7,0,0,0,2.0,0
73219,0.0,63,0,1.0,12833.0,15,0,2,0,1.0,0
97596,2.0,25,0,0.0,1386.0,1,0,0,0,0.0,0
125852,0.0,64,0,2.0,3000.0,17,0,2,0,0.0,0
53409,0.0,35,0,1.0,4680.0,3,0,0,0,2.0,0
54048,0.0,53,0,1.0,9000.0,4,0,1,0,0.0,0
98891,0.0,30,0,2.0,3916.0,5,0,2,0,0.0,0
47401,2.0,49,1,0.0,3333.0,2,0,0,0,1.0,0
93494,2.0,41,0,1.0,2464.0,1,1,0,1,0.0,0
104765,2.0,68,0,2.0,4566.0,8,0,1,0,0.0,0
98665,0.0,44,0,0.0,3516.0,8,0,0,0,3.0,0
101989,0.0,71,0,1.0,2280.0,7,0,1,0,0.0,0
15943,2.0,36,0,0.0,7600.0,4,0,0,0,0.0,0
64915,0.0,64,0,2.0,1482.0,18,0,1,0,0.0,0
73709,0.0,83,0,2.0,3400.0,6,0,1,0,0.0,0
27005,0.0,24,0,3.0,0.0,1,0,0,0,0.0,0
134892,1.0,39,0,2.0,4282.0,12,0,1,0,3.0,1
55828,0.0,48,0,1.0,12983.0,8,0,1,0,2.0,0
99791,2.0,67,0,2.0,3897.0,10,0,0,0,0.0,0
127683,0.0,39,1,1.0,10452.0,6,0,1,0,2.0,0
6399,0.0,48,0,1.0,2800.0,3,0,1,0,0.0,0
64014,0.0,49,0,1.0,9300.0,7,0,1,0,5.0,0
39556,0.0,52,0,1.0,8375.0,24,0,2,0,0.0,0
99479,2.0,52,1,1.0,2200.0,2,1,0,0,0.0,0
119996,0.0,77,0,1.0,3381.0,8,1,0,0,1.0,0
69784,0.0,50,1,2.0,9000.0,12,0,1,0,1.0,0
7773,0.0,63,0,0.0,2615.0,7,0,0,0,0.0,0
79292,0.0,50,0,1.0,16669.0,14,0,1,0,2.0,0
131003,0.0,69,0,2.0,3166.0,8,0,1,0,0.0,0
37293,2.0,47,1,1.0,5076.0,8,0,0,0,0.0,0
91448,0.0,63,0,2.0,9833.0,7,0,1,0,0.0,0
7089,2.0,35,1,1.0,3916.0,4,1,0,0,2.0,1
34998,0.0,55,1,2.0,2600.0,15,0,2,0,2.0,0
10471,1.0,56,1,3.0,450.0,2,0,1,0,0.0,0
119653,1.0,54,1,2.0,8361.0,16,1,3,0,3.0,0
119915,0.0,51,0,1.0,3766.0,6,0,0,0,1.0,0
95899,2.0,61,0,2.0,10858.0,5,0,2,0,1.0,0
148676,0.0,49,0,1.0,8716.0,10,0,2,0,3.0,0
43907,1.0,71,0,2.0,14364.0,12,0,2,0,0.0,0
1346,0.0,39,0,0.0,4166.0,5,0,0,0,0.0,0
19773,0.0,53,0,3.0,1583.0,24,0,6,0,0.0,0
71212,2.0,43,0,2.0,3958.0,10,0,2,0,1.0,0
94742,0.0,84,0,2.0,6000.0,11,0,3,0,0.0,0
14297,0.0,52,0,1.0,13048.0,14,0,1,0,2.0,0
63887,0.0,46,0,1.0,14000.0,9,0,2,0,2.0,0
80924,0.0,48,1,2.0,7700.0,9,0,2,0,3.0,0
120595,0.0,27,0,1.0,800.0,9,0,0,0,0.0,0
120481,0.0,66,0,0.0,3108.0,9,0,0,0,0.0,0
44658,0.0,50,0,1.0,4000.0,9,0,0,0,2.0,0
31867,0.0,22,0,0.0,2745.0,1,0,0,0,0.0,0
45530,2.0,56,1,1.0,15800.0,17,0,1,1,1.0,0
30442,0.0,42,0,3.0,0.0,3,0,1,0,2.0,0
44005,0.0,40,0,2.0,4845.0,15,0,1,0,1.0,0
19073,2.0,41,0,1.0,8966.0,5,0,2,0,2.0,0
43063,0.0,48,0,1.0,6767.0,8,0,2,0,3.0,0
122400,0.0,69,0,1.0,24046.0,14,0,1,0,1.0,0
137650,2.0,53,1,2.0,5333.0,15,0,1,0,0.0,1
22866,2.0,33,0,1.0,19300.0,8,0,2,0,0.0,0
91898,1.0,68,0,1.0,2200.0,5,0,1,0,0.0,0
63286,0.0,69,0,2.0,3600.0,5,0,1,0,0.0,0
107121,0.0,47,0,2.0,5166.0,7,0,3,0,0.0,0
111556,0.0,49,0,1.0,3900.0,10,1,2,0,2.0,0
99891,0.0,48,0,1.0,11391.0,8,0,1,0,0.0,0
68576,1.0,52,1,2.0,3333.0,13,0,1,0,1.0,0
140263,0.0,45,0,0.0,25000.0,9,0,0,0,3.0,0
92793,1.0,72,0,2.0,9000.0,8,0,1,0,0.0,0
14678,0.0,65,0,1.0,16550.0,10,0,2,0,0.0,0
56874,1.0,56,1,1.0,18217.0,9,0,1,0,0.0,0
149807,2.0,53,0,1.0,10000.0,4,0,1,0,0.0,0
116656,0.0,33,0,0.0,2000.0,3,0,0,0,0.0,0
86319,1.0,61,0,2.0,4500.0,12,0,2,0,0.0,0
109418,1.0,40,0,2.0,4700.0,10,0,1,0,0.0,0
124398,0.0,67,0,1.0,13055.0,13,0,4,0,1.0,0
39283,2.0,28,0,0.0,2607.0,2,0,0,0,0.0,0
119712,1.0,31,0,1.0,30000.0,8,0,2,0,1.0,0
42702,0.0,58,0,1.0,7485.0,6,0,1,0,2.0,0
92173,0.0,45,0,1.0,3403.0,7,1,0,0,0.0,0
134079,0.0,81,0,0.0,5166.0,21,0,0,0,0.0,0
29684,0.0,26,0,1.0,2400.0,2,0,0,0,1.0,0
70464,1.0,55,1,2.0,4167.0,21,1,0,0,0.0,0
31463,0.0,60,0,2.0,11843.0,24,0,2,1,0.0,0
97132,0.0,48,0,1.0,4666.0,4,0,1,0,1.0,0
8298,0.0,53,0,2.0,5770.0,11,0,2,0,1.0,0
96428,0.0,50,1,2.0,5166.0,6,0,1,0,0.0,0
74972,1.0,47,0,0.0,6728.0,2,0,0,0,3.0,0
66957,0.0,40,0,1.0,3168.0,10,0,1,0,1.0,0
94143,1.0,49,0,2.0,4500.0,13,0,1,0,3.0,0
93969,1.0,51,0,2.0,7813.0,12,0,1,0,0.0,0
66065,0.0,69,0,2.0,4900.0,11,0,2,0,0.0,0
103602,0.0,38,0,1.0,8000.0,19,0,1,0,1.0,0
6728,0.0,55,0,2.0,6700.0,13,1,1,1,0.0,1
102705,0.0,71,0,0.0,9684.0,5,0,0,0,0.0,0
100034,1.0,39,0,2.0,2084.0,5,0,0,0,1.0,0
58158,1.0,46,0,2.0,3135.0,15,0,2,0,2.0,0
142596,0.0,57,0,0.0,4167.0,2,0,0,0,0.0,0
105509,1.0,45,0,2.0,8000.0,10,0,1,0,3.0,0
65752,0.0,45,1,1.0,6416.0,9,1,0,1,3.0,1
39856,1.0,61,0,1.0,6253.0,8,0,0,0,0.0,0
43951,1.0,45,0,1.0,11115.0,8,0,1,0,2.0,0
96545,0.0,59,0,1.0,4583.0,12,0,2,0,0.0,0
34906,0.0,80,0,0.0,2501.0,7,0,0,0,0.0,0
23893,0.0,41,0,1.0,8900.0,9,0,2,0,2.0,0
127373,0.0,77,0,0.0,5000.0,3,0,0,0,0.0,1
22506,0.0,86,0,0.0,10500.0,12,0,0,0,0.0,0
18580,2.0,58,1,1.0,5300.0,5,0,0,0,0.0,0
92260,1.0,37,0,2.0,7250.0,14,0,2,0,3.0,0
46244,0.0,32,0,1.0,7000.0,12,0,0,0,0.0,0
116674,2.0,24,0,1.0,400.0,0,1,0,0,0.0,1
49068,0.0,60,0,2.0,3750.0,7,0,1,0,0.0,0
120071,0.0,27,1,0.0,2600.0,6,0,0,0,0.0,0
115656,1.0,61,0,1.0,5000.0,13,0,0,0,0.0,0
88149,0.0,40,0,2.0,7000.0,12,0,2,0,1.0,0
3815,0.0,28,0,2.0,1100.0,3,0,0,0,0.0,0
83208,0.0,57,0,2.0,7862.0,17,0,1,0,4.0,0
3183,0.0,62,0,0.0,10500.0,14,0,0,0,0.0,0
123131,0.0,52,0,0.0,9983.0,5,0,0,0,2.0,0
5093,0.0,42,0,0.0,3050.0,6,0,0,0,1.0,0
36389,0.0,34,0,1.0,5500.0,10,0,1,0,0.0,0
112622,0.0,68,0,1.0,3700.0,3,0,1,0,0.0,0
21674,0.0,47,0,1.0,5025.0,8,0,1,0,3.0,0
134430,0.0,57,0,1.0,2004.0,6,0,0,0,1.0,0
13116,0.0,46,0,1.0,7310.0,5,0,1,1,0.0,0
142776,0.0,52,0,2.0,7241.0,8,0,2,0,1.0,0
79692,0.0,28,0,1.0,2500.0,14,0,0,0,0.0,0
78932,0.0,81,1,1.0,5000.0,7,0,1,0,0.0,0
482,0.0,76,0,2.0,4311.0,7,0,1,0,0.0,0
47167,0.0,43,0,2.0,10833.0,7,0,3,0,2.0,0
93697,0.0,55,0,1.0,15791.0,11,0,2,0,2.0,0
70877,0.0,72,0,1.0,6200.0,14,0,1,0,0.0,0
51882,2.0,55,1,1.0,3890.0,5,0,0,0,1.0,1
108226,0.0,34,0,1.0,1525.0,6,0,0,0,0.0,0
117341,0.0,24,0,0.0,1350.0,2,0,0,0,0.0,0
42898,1.0,80,1,1.0,4200.0,7,1,2,0,0.0,0
6756,0.0,76,0,0.0,4200.0,1,0,0,0,0.0,0
11197,1.0,54,1,2.0,4500.0,17,0,0,0,0.0,0
118172,2.0,25,0,1.0,2317.0,2,0,0,0,0.0,0
52418,2.0,61,0,1.0,23916.0,17,0,2,0,0.0,0
133966,0.0,32,0,2.0,6400.0,11,0,2,0,0.0,0
43552,1.0,63,0,1.0,5500.0,15,0,1,0,1.0,1
106186,2.0,32,1,2.0,600.0,7,1,0,1,0.0,0
35275,0.0,56,0,2.0,4205.0,18,0,1,0,2.0,0
103535,1.0,58,0,1.0,8500.0,12,0,2,0,0.0,0
125618,0.0,43,0,1.0,15000.0,4,0,1,0,2.0,0
4004,1.0,56,0,2.0,7041.0,10,0,2,0,0.0,0
146189,0.0,46,0,3.0,1250.0,7,0,2,0,1.0,0
92550,0.0,41,0,1.0,10000.0,4,0,1,0,0.0,0
77801,0.0,67,0,0.0,8300.0,6,0,0,0,1.0,0
94786,0.0,76,0,0.0,6250.0,4,0,1,0,1.0,0
39554,2.0,48,1,1.0,3500.0,11,1,0,0,0.0,0
8318,0.0,64,0,2.0,9901.0,18,0,3,0,0.0,0
73172,1.0,59,0,1.0,7180.0,7,0,1,0,0.0,0
53088,2.0,38,0,2.0,2600.0,5,0,1,0,3.0,0
42459,0.0,64,0,0.0,1460.0,2,0,0,0,0.0,0
134021,3.0,48,1,2.0,9000.0,10,0,2,0,3.0,0
97008,1.0,48,0,1.0,11666.0,5,0,2,0,0.0,0
5502,2.0,43,1,2.0,12583.0,13,0,4,1,2.0,0
60612,0.0,60,0,2.0,9000.0,11,0,3,0,1.0,0
103360,2.0,31,0,1.0,2000.0,2,0,0,0,0.0,0
5242,0.0,49,0,0.0,24166.0,8,0,1,0,2.0,0
109232,0.0,58,0,1.0,6600.0,11,0,1,0,0.0,0
97437,0.0,39,1,2.0,6100.0,9,1,3,1,1.0,0
113563,0.0,37,0,1.0,5871.0,2,0,1,0,2.0,0
127633,1.0,47,0,0.0,6616.0,4,0,0,0,2.0,0
100258,0.0,67,0,1.0,8000.0,7,0,1,0,1.0,0
12162,1.0,39,1,3.0,8158.0,6,0,1,0,2.0,0
51442,0.0,35,1,1.0,4300.0,4,0,0,1,0.0,0
31404,0.0,38,1,2.0,4807.0,7,0,2,0,3.0,0
26083,0.0,37,0,2.0,11200.0,11,0,3,0,2.0,0
112028,2.0,49,1,2.0,14000.0,11,1,3,1,0.0,0
118767,0.0,31,0,1.0,4000.0,7,0,1,0,0.0,0
137471,0.0,69,0,1.0,1241.0,8,0,0,0,0.0,0
129176,2.0,41,1,1.0,13583.0,9,0,2,0,4.0,0
62984,2.0,53,0,1.0,7884.0,5,0,2,0,0.0,0
97414,0.0,60,0,3.0,1000.0,9,0,1,0,0.0,0
95681,2.0,34,1,1.0,3470.0,3,0,0,0,0.0,0
94133,0.0,44,0,3.0,4100.0,11,0,2,0,2.0,0
53705,0.0,45,0,0.0,5733.0,6,0,0,0,4.0,0
85456,0.0,82,0,0.0,2300.0,11,0,0,0,0.0,0
135997,2.0,34,0,1.0,9652.0,9,0,0,0,0.0,0
83827,0.0,40,1,2.0,7100.0,7,0,3,0,0.0,0
71926,2.0,56,0,3.0,1200.0,12,0,2,0,0.0,1
76690,0.0,54,0,1.0,9642.0,12,0,1,0,3.0,0
37316,0.0,46,0,2.0,6750.0,12,0,1,0,2.0,0
32057,2.0,58,1,2.0,7000.0,5,0,1,0,0.0,0
55664,0.0,32,0,1.0,3600.0,8,0,0,0,2.0,0
27957,0.0,55,0,1.0,3633.0,21,0,2,0,0.0,0
101653,0.0,73,0,0.0,6332.0,14,0,0,0,0.0,0
36972,2.0,53,0,2.0,6851.0,8,0,3,0,2.0,0
62891,0.0,34,0,2.0,15000.0,17,0,7,0,3.0,0
28770,0.0,65,0,2.0,9725.0,15,0,2,0,1.0,0
146373,0.0,67,0,1.0,11166.0,17,0,2,0,1.0,0
30675,0.0,62,1,2.0,9900.0,12,0,2,0,0.0,0
47827,1.0,39,0,3.0,150.0,15,0,2,0,0.0,0
44463,2.0,50,1,1.0,8883.0,14,0,0,0,1.0,0
83264,2.0,34,1,1.0,1700.0,1,1,0,0,4.0,0
88835,0.0,61,0,0.0,1250.0,3,0,0,0,0.0,0
8985,0.0,36,0,2.0,2630.0,3,0,1,0,3.0,0
114502,0.0,59,0,3.0,1.0,14,0,2,0,0.0,0
40820,0.0,33,0,1.0,8680.0,14,0,2,0,1.0,1
68610,0.0,28,0,0.0,4000.0,3,0,0,0,0.0,0
112162,2.0,33,1,1.0,3309.0,2,1,0,0,0.0,0
55091,0.0,42,0,1.0,7668.0,8,0,1,0,3.0,0
115398,1.0,28,0,2.0,2500.0,7,0,1,0,0.0,0
65113,0.0,40,0,0.0,2666.0,1,0,0,0,0.0,0
33092,1.0,32,0,1.0,2890.0,5,0,0,0,0.0,0
106054,0.0,80,1,0.0,4650.0,2,0,0,0,1.0,0
147167,0.0,49,0,1.0,4200.0,16,0,1,0,0.0,1
100581,2.0,21,0,1.0,1500.0,1,0,0,0,0.0,0
111283,1.0,75,0,2.0,5050.0,10,0,2,0,0.0,0
116971,0.0,45,0,1.0,5000.0,11,0,0,0,0.0,0
101903,1.0,61,0,2.0,4295.0,16,0,1,0,0.0,0
74543,0.0,52,0,1.0,3944.0,10,0,1,0,0.0,0
113195,0.0,72,1,2.0,12973.0,13,0,1,0,1.0,0
78176,0.0,43,0,1.0,6100.0,10,0,1,0,3.0,0
84100,1.0,37,0,2.0,6100.0,11,0,2,0,2.0,0
123625,1.0,36,0,1.0,5348.0,16,0,0,0,0.0,0
142592,0.0,59,1,1.0,13250.0,11,0,1,0,1.0,0
57926,0.0,62,0,1.0,6000.0,4,0,2,0,0.0,0
41636,1.0,50,1,1.0,7716.0,8,1,1,1,1.0,0
28293,1.0,36,0,2.0,6595.0,10,0,1,0,1.0,0
85900,1.0,41,0,2.0,8283.0,16,0,2,0,2.0,0
76563,1.0,75,0,3.0,4520.0,12,0,2,0,1.0,0
135410,0.0,81,0,0.0,6507.0,6,0,1,0,0.0,0
14080,0.0,64,0,1.0,5541.0,14,0,1,0,0.0,0
37227,2.0,48,1,2.0,3600.0,6,1,1,0,1.0,1
14419,0.0,42,0,1.0,30000.0,13,0,2,0,1.0,0
74483,0.0,43,0,1.0,3508.0,19,0,0,0,0.0,0
120718,0.0,67,0,0.0,9000.0,4,0,0,0,1.0,0
69575,0.0,56,0,2.0,12344.0,8,0,3,0,2.0,0
106281,0.0,56,0,0.0,5854.0,7,0,0,0,0.0,0
119530,0.0,72,0,1.0,12033.0,9,0,2,0,0.0,0
125362,0.0,45,1,1.0,4200.0,7,0,0,0,0.0,0
24039,0.0,48,0,2.0,10139.0,8,0,4,0,4.0,0
126066,0.0,81,0,0.0,2000.0,5,0,0,0,0.0,0
126122,2.0,33,0,1.0,2160.0,2,0,0,0,0.0,0
92478,2.0,32,1,1.0,1400.0,1,0,0,0,0.0,0
7188,2.0,43,1,1.0,5000.0,7,0,0,0,0.0,0
107806,0.0,68,0,1.0,8333.0,9,0,2,0,1.0,0
96720,0.0,56,0,2.0,13058.0,12,0,2,0,2.0,1
81291,0.0,46,0,2.0,9583.0,9,0,2,0,2.0,0
73589,0.0,52,0,1.0,3958.0,21,0,1,0,2.0,0
85005,0.0,73,0,0.0,4300.0,10,0,0,0,0.0,0
139524,2.0,33,1,0.0,5416.0,0,0,0,1,3.0,0
108367,2.0,46,1,2.0,4750.0,7,0,1,1,1.0,0
3031,0.0,43,0,2.0,2029.0,24,0,1,0,1.0,0
125676,3.0,64,1,3.0,14583.0,13,0,4,0,1.0,0
56685,0.0,62,0,1.0,7531.0,6,0,1,0,0.0,0
158,0.0,49,0,2.0,3100.0,11,0,1,0,0.0,0
18533,0.0,66,0,1.0,9000.0,12,0,1,0,0.0,0
123880,0.0,63,0,1.0,3316.0,5,0,1,0,1.0,0
90478,2.0,28,0,0.0,2000.0,0,0,0,0,0.0,0
129295,1.0,49,0,1.0,54166.0,11,0,3,0,4.0,0
43057,0.0,59,0,1.0,14951.0,4,0,1,0,1.0,0
120890,0.0,50,0,2.0,10000.0,17,0,2,0,0.0,0
116372,1.0,47,0,1.0,19800.0,13,0,1,0,5.0,0
46575,0.0,55,0,1.0,3600.0,7,0,0,0,0.0,0
64359,3.0,40,1,1.0,2900.0,2,0,0,1,5.0,0
67726,0.0,52,0,1.0,9333.0,8,0,2,0,2.0,0
149957,2.0,30,1,1.0,3500.0,4,0,0,0,0.0,0
110793,0.0,85,0,0.0,4583.0,2,0,0,0,1.0,0
93999,0.0,52,0,2.0,13000.0,18,0,1,0,0.0,0
25924,0.0,28,0,2.0,3832.0,12,0,1,0,2.0,0
81942,0.0,44,1,1.0,7790.0,17,0,2,0,0.0,0
10526,0.0,41,0,1.0,33333.0,9,0,2,0,0.0,0
5593,1.0,50,0,1.0,7200.0,6,0,0,0,0.0,0
8639,0.0,61,0,2.0,6724.0,11,0,1,0,0.0,0
146164,0.0,83,0,1.0,4166.0,11,0,1,0,0.0,0
96715,2.0,50,1,1.0,6198.0,4,0,0,0,0.0,1
12144,0.0,58,0,2.0,7083.0,13,0,1,0,1.0,0
44261,2.0,38,0,2.0,5143.0,1,0,1,0,2.0,0
943,0.0,46,0,2.0,5640.0,16,0,1,0,2.0,0
26861,2.0,47,1,0.0,2500.0,3,0,0,1,0.0,1
38929,0.0,62,0,2.0,800.0,10,0,0,0,0.0,0
65954,0.0,57,0,2.0,7380.0,12,0,1,0,5.0,0
108026,0.0,37,0,2.0,1170.0,7,0,1,0,1.0,0
145643,0.0,67,0,2.0,8833.0,25,0,3,1,0.0,0
128108,0.0,57,0,0.0,6500.0,7,0,0,0,0.0,0
105334,0.0,27,0,0.0,3767.0,4,0,0,0,1.0,0
74869,2.0,58,0,2.0,3915.0,5,0,0,0,0.0,0
126543,0.0,43,0,2.0,3146.0,5,0,1,0,0.0,0
114964,0.0,52,0,1.0,11666.0,16,0,2,0,2.0,0
111842,1.0,58,0,2.0,11416.0,14,0,3,0,0.0,0
139174,0.0,79,0,3.0,5800.0,20,0,0,0,0.0,0
42353,0.0,62,0,2.0,5150.0,11,0,1,0,0.0,0
19367,0.0,50,0,1.0,12633.0,16,0,3,0,2.0,0
43803,0.0,49,0,1.0,13116.0,10,0,2,0,2.0,0
49310,0.0,28,0,1.0,4200.0,6,0,0,0,3.0,0
19929,0.0,58,0,0.0,3279.0,5,0,0,0,0.0,0
8309,0.0,81,0,0.0,7175.0,10,0,0,0,2.0,0
15061,1.0,71,0,3.0,5685.0,12,0,2,0,0.0,0
75370,0.0,69,0,0.0,1922.0,10,1,0,0,0.0,0
20128,0.0,28,0,0.0,800.0,2,0,0,0,0.0,0
103252,2.0,31,0,1.0,1900.0,3,0,0,0,1.0,0
142918,2.0,52,1,2.0,4083.0,5,0,0,0,2.0,0
54878,0.0,29,0,2.0,3833.0,10,0,2,0,0.0,0
45540,1.0,53,0,2.0,6750.0,8,0,1,0,2.0,0
76274,0.0,78,0,0.0,3401.0,5,0,0,0,0.0,0
48815,0.0,42,0,2.0,11657.0,12,0,2,0,1.0,0
80096,0.0,46,1,1.0,3035.0,13,0,1,0,5.0,0
73634,0.0,50,0,2.0,7839.0,10,0,3,0,1.0,0
129036,1.0,45,0,2.0,12916.0,7,0,1,0,2.0,0
106969,0.0,37,0,0.0,6666.0,4,0,0,0,0.0,0
38296,1.0,54,0,2.0,9585.0,7,0,2,0,0.0,0
8689,1.0,70,0,2.0,11285.0,16,0,3,0,0.0,0
105250,2.0,29,0,2.0,5294.0,11,0,2,0,0.0,0
110339,0.0,32,0,0.0,3500.0,5,0,0,0,2.0,0
122183,2.0,37,1,3.0,5600.0,10,1,2,1,2.0,1
102190,0.0,46,0,1.0,10800.0,15,0,0,0,3.0,0
98082,0.0,53,0,1.0,5000.0,9,0,1,0,0.0,0
96078,0.0,73,0,1.0,7500.0,4,0,0,0,0.0,0
101994,2.0,33,1,1.0,3916.0,3,1,0,0,1.0,0
127688,0.0,34,0,1.0,7457.0,9,0,0,0,1.0,1
41221,0.0,47,0,1.0,4000.0,12,0,2,0,3.0,0
51243,0.0,58,0,2.0,6461.0,17,0,3,0,1.0,0
34785,1.0,46,1,2.0,4000.0,9,0,1,0,1.0,0
52694,2.0,36,0,2.0,4000.0,7,0,1,0,2.0,0
49745,2.0,56,0,2.0,6279.0,13,0,1,0,1.0,0
109939,0.0,56,0,2.0,6250.0,17,0,1,0,1.0,0
137277,0.0,36,0,1.0,9543.0,19,0,3,0,0.0,0
1084,2.0,43,0,1.0,3000.0,1,0,0,0,0.0,0
139168,1.0,53,1,2.0,4700.0,22,0,2,0,1.0,0
6892,0.0,45,0,1.0,2900.0,5,0,1,0,2.0,0
123221,3.0,46,1,1.0,5691.0,7,1,0,1,2.0,1
125832,2.0,61,0,1.0,6423.0,7,0,0,0,3.0,0
55247,1.0,84,1,2.0,2754.0,12,0,0,0,0.0,0
112472,0.0,59,0,0.0,4500.0,6,0,0,0,0.0,0
67849,1.0,58,1,2.0,6000.0,8,0,2,0,1.0,0
132782,0.0,52,0,0.0,7700.0,5,0,0,0,1.0,0
144612,3.0,31,1,2.0,5706.0,7,0,1,0,1.0,0
105601,2.0,23,0,1.0,900.0,2,1,0,0,0.0,0
69237,1.0,52,0,2.0,5731.0,10,0,2,0,3.0,0
66630,1.0,48,0,0.0,7652.0,5,0,0,0,0.0,0
115603,0.0,68,0,1.0,12016.0,8,0,1,0,0.0,0
36565,0.0,36,0,1.0,1800.0,10,0,0,0,0.0,0
74350,0.0,36,1,1.0,5416.0,8,0,2,0,0.0,0
67226,0.0,40,0,2.0,2800.0,8,0,2,0,0.0,0
110789,1.0,73,0,3.0,929.0,17,0,0,0,0.0,0
92995,2.0,36,1,1.0,10500.0,17,0,2,0,2.0,0
88734,2.0,46,0,2.0,9100.0,6,0,2,0,2.0,1
70589,1.0,46,0,0.0,20000.0,9,0,0,0,3.0,0
74771,2.0,26,0,0.0,2233.0,2,0,0,0,0.0,0
14159,0.0,62,0,1.0,6083.0,8,0,1,0,2.0,0
5987,0.0,50,0,1.0,6000.0,12,0,2,0,2.0,0
56024,2.0,26,0,1.0,2262.0,5,0,0,0,1.0,0
140413,0.0,39,0,0.0,2656.0,1,0,0,0,2.0,0
33379,1.0,84,1,1.0,8028.0,18,0,1,0,1.0,0
83550,0.0,78,0,0.0,6050.0,7,0,0,0,0.0,0
148695,0.0,62,0,1.0,5000.0,7,0,0,0,0.0,0
119351,0.0,57,0,2.0,7000.0,11,0,1,0,0.0,0
57502,0.0,52,0,2.0,5833.0,7,0,3,0,2.0,0
138025,2.0,61,1,2.0,7915.0,10,1,2,1,0.0,1
113292,0.0,51,0,1.0,6000.0,4,0,1,0,0.0,0
4480,1.0,36,0,1.0,7635.0,9,0,1,0,2.0,0
54459,0.0,36,0,0.0,5346.0,4,0,0,0,2.0,0
123266,2.0,82,0,0.0,12000.0,3,0,0,0,0.0,0
145360,0.0,42,0,1.0,2458.0,9,0,0,0,0.0,0
88407,3.0,40,1,2.0,6458.0,7,0,1,1,1.0,1
10587,2.0,58,0,0.0,1100.0,0,1,0,0,0.0,0
117507,2.0,32,0,0.0,4036.0,1,0,0,0,0.0,0
33044,0.0,51,0,1.0,10434.0,5,0,1,0,2.0,0
73090,2.0,29,0,0.0,3727.0,1,0,0,0,2.0,0
38345,0.0,57,0,0.0,6000.0,10,0,1,0,1.0,0
44124,0.0,34,0,1.0,9600.0,8,0,2,0,1.0,0
134716,0.0,75,0,1.0,2400.0,6,0,1,0,1.0,0
113795,0.0,63,0,2.0,16750.0,9,0,4,0,0.0,0
58915,0.0,37,0,1.0,7500.0,8,0,1,0,1.0,0
41031,0.0,68,0,0.0,6687.0,5,0,0,0,0.0,0
101020,0.0,67,1,0.0,4218.0,7,0,0,0,0.0,0
29234,0.0,39,0,2.0,5540.0,7,0,2,0,1.0,0
17112,0.0,50,0,2.0,5500.0,5,0,1,0,1.0,0
148989,0.0,48,0,1.0,3800.0,9,0,0,0,0.0,0
33488,0.0,53,1,1.0,10489.0,5,0,1,0,2.0,0
133816,0.0,52,0,1.0,6245.0,7,0,2,0,3.0,0
114452,2.0,52,0,1.0,21301.0,5,0,2,0,1.0,0
61079,1.0,57,0,2.0,7499.0,10,0,3,0,0.0,0
78483,0.0,27,0,0.0,1300.0,3,0,0,0,0.0,0
58566,0.0,63,0,2.0,1850.0,9,0,0,0,0.0,0
102510,0.0,39,0,1.0,8167.0,4,0,1,0,4.0,0
35889,1.0,42,0,2.0,15000.0,10,0,2,0,0.0,0
128102,0.0,81,0,0.0,3400.0,9,0,0,0,0.0,0
4947,0.0,41,0,1.0,5400.0,8,0,1,0,3.0,0
9329,1.0,31,0,1.0,3300.0,3,0,0,1,0.0,1
21647,0.0,52,0,1.0,11208.0,6,0,2,0,1.0,0
47202,0.0,38,0,1.0,4728.0,6,0,0,0,0.0,0
56396,0.0,60,0,1.0,11667.0,6,0,1,0,3.0,0
29634,2.0,36,0,2.0,5000.0,9,0,1,1,0.0,0
18572,0.0,60,0,1.0,10000.0,4,0,1,0,0.0,0
57586,0.0,84,0,0.0,4166.0,10,0,0,0,0.0,0
110798,0.0,30,0,1.0,18083.0,12,0,5,0,0.0,0
43559,2.0,24,0,3.0,0.0,5,0,0,0,0.0,0
10504,0.0,57,0,2.0,2000.0,10,0,2,0,0.0,0
34988,1.0,34,0,1.0,6750.0,9,0,0,0,0.0,1
15531,0.0,47,0,1.0,10000.0,15,0,2,0,3.0,0
121946,1.0,68,1,2.0,7083.0,9,0,2,0,0.0,0
99115,0.0,58,0,2.0,9200.0,13,0,2,0,2.0,0
121136,0.0,60,0,1.0,4000.0,8,0,0,0,0.0,0
19642,0.0,51,0,0.0,3416.0,2,0,0,0,3.0,0
35015,1.0,45,0,2.0,6798.0,12,0,1,0,3.0,0
62493,0.0,69,0,1.0,8946.0,7,0,1,0,0.0,0
130622,2.0,52,1,2.0,12954.0,21,0,1,0,4.0,0
81384,1.0,53,0,0.0,5453.0,3,1,0,0,4.0,0
143826,0.0,60,0,1.0,6640.0,3,0,1,0,0.0,0
29140,0.0,51,0,0.0,4167.0,5,0,0,0,0.0,0
126490,0.0,52,0,0.0,8600.0,10,0,0,0,0.0,0
